id,original_sentence,transformed_sentence,relative_pronoun,number,model,size,model_and_size,N1,N2,exchanged_N2,masked_token,predicted_token,accuracy,was_position,were_position,was_position_interval,were_position_interval
20,All of our friends liked the uncle of the student who,All of our friends liked the uncle of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,uncle,student,palace,was,was,1,11,12,3,3
21,All the newspapers published the photograph of the boy which   ,All the newspapers published the photograph of the painters which <mask>,which,singular,RoBERTa,base,RoBERTa-base,photograph,boy,painter,was,was,1,3,16,1,4
22,Alvaro was spying on the dog of the farmer which   ,Alvaro was spying on the dog of the boys which <mask>,which,singular,RoBERTa,base,RoBERTa-base,dog,farmer,boy,was,was,1,4,52,1,5
23,Amelia photographed the bride of the princess who,Amelia photographed the bride of the weddings who <mask>,who,singular,RoBERTa,base,RoBERTa-base,bride,princess,wedding,was,was,1,15,53,3,5
24,Amelia was photographed with the girlfriend of the singer who,Amelia was photographed with the girlfriend of the weddings who <mask>,who,singular,RoBERTa,base,RoBERTa-base,girlfriend,singer,wedding,was,was,1,4,81,1,5
25,Amilia exchanges letters with the cousin of the singer who,Amilia exchanges letters with the cousin of the inheritences who <mask>,who,singular,RoBERTa,base,RoBERTa-base,cousin,singer,inheritence,was,was,1,15,54,3,5
26,An armed robber shot the maid of the actress who,An armed robber shot the maid of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,maid,actress,palace,was,was,1,20,373,4,5
27,Andre had dinner with the niece of the porter who,Andre had dinner with the writer of the poems who <mask>,who,singular,RoBERTa,base,RoBERTa-base,writer,porter,poem,was,was,1,12,22,3,5
28,Andres had dinner with the niece of the doorman who,Andres was eating dinner with the writer of the poems who <mask>,who,singular,RoBERTa,base,RoBERTa-base,writer,doorman,poem,was,were,0,10,88,2,5
29,Andrew had dinner yesterday with the nephew of the teachers who,Andrew had dinner yesterday with the nephew of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,nephew,teachers,palace,was,was,1,7,11,2,3
30,Andrew had dinner yesterday with the niece of the porter who,Andrew ate yesterday with the writer of the poems who <mask>,who,singular,RoBERTa,base,RoBERTa-base,writer,porter,poem,was,was,1,20,32,4,5
31,Andrew was speaking with the niece of the cleaner who,Andrew was speaking with the writer of the poems who <mask>,who,singular,RoBERTa,base,RoBERTa-base,writer,cleaner,poem,was,was,1,9,30,2,5
32,Angela gossiped with the secretary of the lawyers who,Angela gossiped with the secretary of the offices who <mask>,who,singular,RoBERTa,base,RoBERTa-base,secretary,lawyers,office,was,was,1,1,37,1,5
33,Anna studied with the chef of the aristocrats who,Anna studied with the chef of the offices who <mask>,who,singular,RoBERTa,base,RoBERTa-base,chef,aristocrats,office,was,was,1,1,20,1,4
34,Ben interviewed the companion of the basketball player who,Ben interviewed the companion of the companies who <mask>,who,singular,RoBERTa,base,RoBERTa-base,companion,player,company,was,were,0,56,13,5,3
35,Beth babysits the children of the musician who,Beth babysits the child of the schools who <mask>,who,singular,RoBERTa,base,RoBERTa-base,children,musician,school,was,were,0,79,78,5,5
36,Bill congratulated the teacher of the secondgraders who,Bill congratulated the teacher of the schools who <mask>,who,singular,RoBERTa,base,RoBERTa-base,teacher,secondgraders,school,was,were,0,23,17,5,4
37,Bill visited the teacher of the secondgraders who,Bill visited the teacher of the schools who <mask>,who,singular,RoBERTa,base,RoBERTa-base,teacher,secondgraders,school,was,was,1,7,38,2,5
38,Billy threw away his chance to become the assistant of the tailor who,Billy threw away his chance to become the assistant of the laboratories who <mask>,who,singular,RoBERTa,base,RoBERTa-base,assistant,tailor,laboratory,was,were,0,19,33,4,5
39,Birds wo n't be able to nest in the branch of the tree which,Birds wo n't be able to nest in the garden of the superintendents which <mask>,which,singular,RoBERTa,base,RoBERTa-base,garden,tree,superintendent,was,was,1,167,0,5,5
40,Bob greeted the leader of the activists who,Bob greeted the leader of the parties who <mask>,who,singular,RoBERTa,base,RoBERTa-base,leader,activists,party,was,was,1,12,13,3,3
41,Brian visited the associates of the businessman who,Brian visited the associate of the laboratories who <mask>,who,singular,RoBERTa,base,RoBERTa-base,associates,businessman,laboratory,was,was,1,7,34,2,5
42,Candice talked to the leader of the activists who,Candice talked to the leader of the parties who <mask>,who,singular,RoBERTa,base,RoBERTa-base,leader,activists,party,was,were,0,51,21,5,5
43,Carl works with the agent of the rockstars who,Carl works with the agent of the companies who <mask>,who,singular,RoBERTa,base,RoBERTa-base,agent,rockstars,company,was,were,0,214,23,5,5
44,Casey looks like the father of the students who,Casey looks like the father of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,father,students,house,was,were,0,318,101,5,5
45,Charles liked the portrait of the woman which   ,Charles liked the portrait of the painters which <mask>,which,singular,RoBERTa,base,RoBERTa-base,portrait,woman,painter,was,was,1,2,15,1,3
46,Charlie met the interpreter of the ambassador who,Charlie met the interpreter of the laboratories who <mask>,who,singular,RoBERTa,base,RoBERTa-base,interpreter,ambassador,laboratory,was,was,1,4,37,1,5
47,Craig inspected the servants of the dictator who,Craig inspected the servant of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,servants,dictator,house,was,was,1,4,16,1,4
48,During the meeting the chief of protocol tried to talk to the translator of the ambassador who,During the meeting the chief of protocol tried to talk to the translator of the cities who <mask>,who,singular,RoBERTa,base,RoBERTa-base,chieftranslator,ambassador,city,was,was,1,3,40,1,5
49,Emily angered the brother of the visitor who,Emily angered the brother of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,brother,visitor,house,was,was,1,49,109,5,5
50,Emily waited with the nieces of the florist who,Emily waited with the writer of the poems who <mask>,who,singular,RoBERTa,base,RoBERTa-base,writer,florist,poems,was,was,1,13,36,3,5
51,Everybody ignored the stepfather of the monk who,Everybody ignored the stepfather of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,stepfather,monk,house,was,was,1,6,116,2,5
52,Everybody in the office felt sorry about the death of the nephew of the director who,Everybody in the office felt sorry about the death of the nephew of the inheritences who <mask>,who,singular,RoBERTa,base,RoBERTa-base,deathnephew,director,inheritence,was,was,1,5,17,1,4
53,Everyone knows the agent of the author who,Everyone knows the agent of the companies who <mask>,who,singular,RoBERTa,base,RoBERTa-base,agent,author,company,was,were,0,403,117,5,5
54,Frank complimented the guests of the bride who,Frank complimented the guest of the hotels who <mask>,who,singular,RoBERTa,base,RoBERTa-base,guests,bride,hotel,was,was,1,6,7,2,2
55,Frank met the guests of the bride who,Frank met the guest of the hotels who <mask>,who,singular,RoBERTa,base,RoBERTa-base,guests,bride,hotel,was,was,1,3,22,1,5
56,Frank talked to the servants of the dictator who,Frank talked to the servant of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,servants,dictator,house,was,was,1,6,102,2,5
57,Friends liked the uncle of the surgeon who,Friends liked the uncle of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,uncle,surgeon,palace,was,was,1,9,82,2,5
58,George interviewed the representative of the employees who,George interviewed the representative of the conferences who <mask>,who,singular,RoBERTa,base,RoBERTa-base,representative,employees,conference,was,was,1,15,95,3,5
59,George was stroking the cat of the girl which   ,George was stroking the cat of the boys which <mask>,which,singular,RoBERTa,base,RoBERTa-base,cat,girl,boy,was,was,1,1,54,1,5
60,Greg smiles at the secretaries of the lawyer who,Greg smiles at the secretary of the offices who <mask>,who,singular,RoBERTa,base,RoBERTa-base,secretaries,lawyer,office,was,was,1,41,235,5,5
61,I had to borrow the computer of the secretary which   ,I had to borrow the computer of the mechanics which <mask>,which,singular,RoBERTa,base,RoBERTa-base,computer,secretary,mechanic,was,was,1,22,17,5,4
62,I really liked the preface of the book which,I really liked the preface of the authors which <mask>,which,singular,RoBERTa,base,RoBERTa-base,preface,book,author,was,was,1,4,15,1,3
63,I wanted to take the radio of the loudspeaker which,I wanted to take the radio of the hosts which <mask>,which,singular,RoBERTa,base,RoBERTa-base,radio,loudspeaker,host,was,was,1,6,17,2,4
64,I was surprised by the etching of the sculpture which,I was surprised by the etching of the painters which <mask>,which,singular,RoBERTa,base,RoBERTa-base,etching,sculpture,painter,was,was,1,2,88,1,5
65,I was talking to the apprentice of the tailor who,I was talking to the apprentice of the colleges who <mask>,who,singular,RoBERTa,base,RoBERTa-base,apprentice,tailor,college,was,was,1,7,25,2,5
66,I was told the masseur of the skater who,I was told the masseur of the salons who <mask>,who,singular,RoBERTa,base,RoBERTa-base,masseur,skater,salon,was,was,1,11,33,3,5
67,I watched the fans of the singers who,I watched the fan of the clubs who <mask>,who,singular,RoBERTa,base,RoBERTa-base,fans,singers,club,was,were,0,16,7,4,2
68,In the meeting they showed us the label of the bottle which,In the meeting they showed us the label of the artists which <mask>,which,singular,RoBERTa,base,RoBERTa-base,label,bottle,artists,was,was,1,1,10,1,2
69,It was agreed to move the computer of the screen which,It was agreed to move the computer of the mechanics which <mask>,which,singular,RoBERTa,base,RoBERTa-base,computer,screen,mechanic,was,was,1,1,19,1,4
70,Ivana met the son of the delegates who,Ivana met the son of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,son,delegates,house,was,was,1,8,40,2,5
71,Janet worked as the chauffeur of the actor who,Janet worked as the chauffeur of the limousines who <mask>,who,singular,RoBERTa,base,RoBERTa-base,chauffeur,actor,limousine,was,were,0,84,22,5,5
72,Jared noticed the friends of the athlete who,Jared noticed the friend of the weddings who <mask>,who,singular,RoBERTa,base,RoBERTa-base,friends,athlete,wedding,was,was,1,22,128,5,5
73,Jenny joked with the maid of the executives who,Jenny joked with the maid of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,maid,executives,palace,was,was,1,13,210,3,5
74,Jessica worked with the doctors of the supermodel who,Jessica worked with the doctor of the hospitals who <mask>,who,singular,RoBERTa,base,RoBERTa-base,doctors,supermodel,hospital,was,were,0,15,7,3,2
75,Jill started out as the consultant of the director who,Jill started out as the consultant of the companies who <mask>,who,singular,RoBERTa,base,RoBERTa-base,consultant,director,company,was,were,0,123,5,5,1
76,Joe ran into the brothers of the athlete who,Joe ran into the brother of the houses who <mask>,who,singular,RoBERTa,base,RoBERTa-base,brothers,athlete,house,was,was,1,8,84,2,5
77,Joel hires the bodyguards of the celebrity who,Joel hires the bodyguard of the palaces who <mask>,who,singular,RoBERTa,base,RoBERTa-base,bodyguards,celebrity,palace,was,were,0,212,114,5,5
78,John despised the chauffeur of the millionaire who,John despised the chauffeur of the limousines who <mask>,who,singular,RoBERTa,base,RoBERTa-base,chauffeur,millionaire,limousine,was,were,0,28,99,5,5
79,John liked the mechanic of the officer who,John liked the mechanic of the factories who <mask>,who,singular,RoBERTa,base,RoBERTa-base,mechanic,officer,factory,was,was,1,1,12,1,3
80,John lived next to the teacher of the secondgraders who,John lived next to the teacher of the schools who <mask>,who,singular,RoBERTa,base,RoBERTa-base,teacher,secondgraders,school,was,was,1,1,8,1,2
